"","pr_land_cover_Year","pr_Treatment","pr_Croptype","pr_yield_control_kgha","pr_yield_treatm_kgha","pr_yield_control_kgha_sd","pr_yield_treatm_kgha_sd","pr_yield_control_kgha_n","pr_yield_treatm_kgha_n","DatasetID","Source","Country","SiteRegion","QualityOfDataPoint","pr_pub_Year","pr_Longitude","pr_Latitude","nat.hab.1000","nat.hab.2000","nat.hab.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2000","nat.hab.wo.grass.5000","cropland.1000","cropland.2000","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2000","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2000","crop.edgelength.5000","inert.1000","inert.2000","inert.5000"
"1616",2004,"Straw return","Rice",8295,8835,NA,NA,1,1,"D309","Yang  et al. (2011)","China","Anhui",NA,2011,117.1071163,31.08374988,0.065572666,0.065572666,0.065572666,0.065294208,0.065294208,0.065294208,0.877340724,0.877340724,0.877340724,6.72582797259893,32.0419478685355,304.140085683737,58630.771657,279317.8976,2651267.32175,0.05708661,0.05708661,0.05708661
"1617",2005,"Slow Release Fertilizer","Rice",7777,8313,0,392.481846713959,4,4,"D309","Yang  et al. (2012)","China","Zhejiang",NA,2012,119.895775,30.36206319,0.290155752,0.290155752,0.290155752,0.285618768,0.285618768,0.285618768,0.62157189,0.62157189,0.62157189,21.0847720653355,78.9151758622789,528.351896096029,130198.43044211,487301.072238,3262572.029693,0.088272358,0.088272358,0.088272358
"1618",2005,"Slow Release Fertilizer","Rice",7854,8792,0,371.938166904124,2,2,"D309","Yang  et al. (2012)","China","Liaoning",NA,2012,122.7452525,40.96347761,0.007561995,0.007561995,0.007561995,0.006866588,0.006866588,0.006866588,0.828447059,0.828447059,0.828447059,9.59464360974128,41.5756756880889,262.894390569144,79149.11465,342970.312972,2168695.274817,0.163990946,0.163990946,0.163990946
"1619",2005,"Slow Release Fertilizer","Rice",6920,7520.5,0,118.086832458153,2,2,"D309","Yang  et al. (2012)","China","Liaoning",NA,2012,122.7260144,40.98140678,0.012014214,0.012014214,0.012014214,0.008659804,0.008659804,0.008659804,0.830145356,0.830145356,0.830145356,10.5630979799072,35.2404010434441,280.879108811779,87316.83145,291304.70663,2321806.902539,0.15784043,0.15784043,0.15784043
"1620",2006,"Secondary and Micronutrient Fertilizer","Rice",8555,9098.75,0,139.492703342197,8,8,"D309","Yang  et al. (2013)","China","Zhejiang",NA,2013,119.62,27.93,0.949921334,0.949921334,0.949921334,0.949849534,0.949849534,0.949849534,0.023480011,0.023480011,0.023480011,35.8840708691136,79.5107348699876,787.574774541603,8366.400397,18537.992699,183623.70118,0.026598655,0.026598655,0.026598655
"1621",2006,"Slow Release Fertilizer","Rice",6354,7153.66666666667,0,507.986548378334,3,3,"D309","Yang  et al. (2013)","China","Zhejiang",NA,2013,119.9084176,30.35507891,0.250250474,0.250250474,0.250250474,0.243965046,0.243965046,0.243965046,0.651681457,0.651681457,0.651681457,21.9123013988133,82.1993784162405,555.697705708311,141861.0288852,532161.7379945,3597606.971817,0.098068069,0.098068069,0.098068069
"1622",2007,"Secondary and Micronutrient Fertilizer","Rice",9423,9978.8,0,104.934265137752,5,5,"D309","Yang  et al. (2014)","China","Jiangsu",NA,2014,120.29,33.67,0.016180328,0.016180328,0.016180328,0.016172808,0.016172808,0.016172808,0.958472949,0.958472949,0.958472949,1.70657341718319,7.14316668898585,99.9242974768475,16261.002887,68063.320911,952123.87196,0.025346723,0.025346723,0.025346723
"1623",2007,"Slow Release Fertilizer","Rice",5322,5699,NA,NA,1,1,"D309","Yang  et al. (2014)","China","Fujian",NA,2014,118.4101177,27.79354649,0.853584568,0.853584568,0.853584568,0.853568568,0.853568568,0.853568568,0.127413616,0.127413616,0.127413616,32.8959736317688,66.1563388097346,418.707112974228,41617.7141,83696.43122,529719.3241476,0.0190018159999999,0.0190018159999999,0.0190018159999999
"1624",2007,"Straw return","Rice",11490,12380,0,353.553390593274,2,2,"D309","Yang  et al. (2014)","China","Jiangsu",NA,2014,120.161453,33.34849751,0.016365638,0.016365638,0.016365638,0.016327938,0.016327938,0.016327938,0.416049877,0.416049877,0.416049877,14.2751387871528,74.5189880965133,816.338325008463,59038.8371597,308194.15973,3376195.92748,0.567584485,0.567584485,0.567584485
"1625",2009,"Slow Release Fertilizer","Rice",8073.5,8453,108.187337521542,240.416305603426,2,2,"D309","Yang  et al. (2016)","China","Zhejiang",NA,2016,119.731652,29.328928,0.571375645,0.571375645,0.571375645,0.571344145,0.571344145,0.571344145,0.366250708,0.366250708,0.366250708,27.962603337282,80.2475687329242,407.025189835937,101719.936048,291917.65377,1480640.9754,0.062373647,0.062373647,0.062373647
"1626",2006,"Straw return","Maize",10138.5,10814,821.493964270787,947.596257203809,4,4,"D331","Yang (2013)",NA,NA,NA,2013,120.7,40.8,0.372836555,0.372836555,0.372836555,0.138424141,0.138424141,0.138424141,0.564102213,0.564102213,0.564102213,20.9081987547158,73.3089161465427,455.605966406246,117440.215192,411772.194666,2559113.93254,0.063061232,0.063061232,0.063061232
"1627",2011,"Substituting Mineral Fertilizers with Manure Nitrogen","Greenhouse_vegetable",0.975,1.12333333333333,0.205060966544099,0.122202018532156,2,3,"D669","Yang (2018)","China","Guangdong","Control and Treatment not paired",2018,112.95,22.38333333,0.381918544,0.381918544,0.381918544,0.381918544,0.381918544,0.381918544,0.529902994,0.529902994,0.529902994,25.4983186481651,88.0599522184863,568.494630051497,134031.08667,462884.2886,2988273.6224,0.088178462,0.088178462,0.088178462
"1628",2003,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",10.245,11.25,4.36047130480181,4.91176546671357,6,6,"D669","Yang et al. (2010)","China","Guangdong","Control and Treatment not paired",2010,112.95,23.23333333,0.148575762,0.148575762,0.148575762,0.148575762,0.148575762,0.148575762,0.639720173,0.639720173,0.639720173,18.6681122260975,88.709768998031,729.265279234906,118481.893006,563018.97223,4628466.432,0.211704065,0.211704065,0.211704065
"1629",2010,"Straw return","Maize",12125,11140,1605.13239329346,650.538238691624,2,2,"D331","Yang et al. (2017)","China",NA,NA,2017,123.55,41.81666667,0.122775977,0.122775977,0.122775977,0.113959798,0.113959798,0.113959798,0.392598498,0.392598498,0.392598498,30.3792071359495,126.359315330279,854.565582611149,118787.14877,494083.4275708,3341476.574457,0.484625525,0.484625525,0.484625525
"1630",2011,"Straw return","Maize",8363.46666666667,8774.6,792.586260890498,897.057236587658,15,15,"D331","Yang et al. (2018)",NA,NA,NA,2018,108.1166667,34.28333333,0.003592677,0.003592677,0.003592677,0.001628349,0.001628349,0.001628349,0.708054228,0.708054228,0.708054228,14.2613692180246,58.0472497222627,408.405072881435,100397.8044593,408643.541719,2875107.713747,0.288353095,0.288353095,0.288353095
"1631",2011,"Straw return","Maize",7434.66666666667,7946,2007.14482121578,2046.49480820255,3,3,"D331","Yang et al. (2018)","China",NA,NA,2018,108.0666667,34.3,0.001810225,0.001810225,0.001810225,0.00018816,0.00018816,0.00018816,0.69455741,0.69455741,0.69455741,16.0994666909655,70.7238784691977,482.325737058822,111179.5377763,488404.2601464,3330840.302549,0.303632365,0.303632365,0.303632365
"1632",2011,"Straw return","Wheat",5969.13333333333,6344.46666666667,769.21823641805,883.02288165359,15,15,"D331","Yang et al. (2018)",NA,NA,NA,2018,108.1166667,34.28333333,0.003592677,0.003592677,0.003592677,0.001628349,0.001628349,0.001628349,0.708054228,0.708054228,0.708054228,14.2613692180246,58.0472497222627,408.405072881435,100397.8044593,408643.541719,2875107.713747,0.288353095,0.288353095,0.288353095
"1633",2011,"Straw return","Wheat",6498.33333333333,6959.66666666667,1483.20913337713,1708.17807424558,3,3,"D331","Yang et al. (2018)","China",NA,NA,2018,108.0666667,34.3,0.001810225,0.001810225,0.001810225,0.00018816,0.00018816,0.00018816,0.69455741,0.69455741,0.69455741,16.0994666909655,70.7238784691977,482.325737058822,111179.5377763,488404.2601464,3330840.302549,0.303632365,0.303632365,0.303632365
"1634",2013,"Substituting Mineral Fertilizers with Manure Nitrogen","Greenhouse_vegetable",12.2333333333333,15.0766666666667,2.34902249173282,2.42517525139937,6,9,"D669","Yang et al. (2020)","China","Shanxi","Control and Treatment not paired",2020,107.6333333,34.15,0.846295605,0.846295605,0.846295605,0.813615131,0.813615131,0.813615131,0.134140362,0.134140362,0.134140362,32.4898987577455,78.7974579558539,426.078613309456,43330.7554156,105089.689676,568247.636559,0.019564033,0.019564033,0.019564033
"1635",2013,"Substituting Mineral Fertilizers with Manure Nitrogen","Greenhouse_vegetable",36.46,36.625,1.92171798139061,2.5630385612914,5,4,"D669","Yang et al. (2020)","China","Inner Mongolia","Control and Treatment not paired",2020,110.7666667,40.85,0.992925994,0.992925994,0.992925994,0.259635626,0.259635626,0.259635626,0.001185045,0.001185045,0.001185045,0,294.331839199111,696.432727469863,0,3473.148121,8217.982891,0.00588896100000003,0.00588896100000003,0.00588896100000003
"1636",2013,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",36.9175,44.37,7.42499551066082,4.70943733369497,4,3,"D669","Yang et al. (2020)","China","Gansu","Control and Treatment not paired",2020,104.2,36.41666667,0.869880144,0.869880144,0.869880144,0.001096405,0.001096405,0.001096405,0.10555868,0.10555868,0.10555868,25.9835838140839,140.079157168961,795.000471582679,27283.02481,147084.526436,834758.505422,0.024561176,0.024561176,0.024561176
"1637",2014,"Substituting Mineral Fertilizers with Manure Nitrogen","Greenhouse_vegetable",45.875,54.4,30.6284589883331,37.2506644236046,4,6,"D669","Yang et al. (2021)","China","Jiangsu","Control and Treatment not paired",2021,118.3666667,31.23333333,0.138559523,0.138559523,0.138559523,0.133402305,0.133402305,0.133402305,0.576231816,0.576231816,0.576231816,19.3258559392826,90.7009528239848,733.465811568564,110651.289403,519313.4737,4199500.29836,0.285208661,0.285208661,0.285208661
"1638",2014,"Straw return","Wheat",5090,5095,367.695526217005,445.477272147525,2,2,"D331","Yang et al. (2021)",NA,NA,NA,2021,107.7333333,35.2,0.293630764,0.293630764,0.293630764,0.073131377,0.073131377,0.073131377,0.636765856,0.636765856,0.636765856,13.0824036976042,48.373920901224,501.17623162846,82843.5007313,306324.81952,3173667.04706,0.06960338,0.06960338,0.06960338
"1639",2015,"Straw return","Maize",4981.25,5614.875,1821.22578422964,1755.32466980572,8,8,"D331","Yang et al. (2022)",NA,NA,NA,2022,108.2833333,22.83333333,0.066798918,0.066798918,0.066798918,0.062338111,0.062338111,0.062338111,0.153676986,0.153676986,0.153676986,14.6909517269842,137.692178229228,1089.00062111329,22396.7779333,209915.68118,1660212.7305,0.779524096,0.779524096,0.779524096
"1640",2004,"Straw addition","Wheat",7955,8710,0,499.217387517703,2,2,"D921B","Yang et al., 2011",NA,NA,"Not sure about control-treatment columns",2011,113.84,35.4,0.001684168,0.001684168,0.001684168,0.001258519,0.001258519,0.001258519,0.653538973,0.653538973,0.653538973,16.1300096023095,63.3574668940202,558.743879664134,104837.500231,411793.83112,3631573.2636,0.344776859,0.344776859,0.344776859
"1641",2005,"Liming","Upland Arable Land",2520,2700,0,183.847763108502,2,2,"D973","Yang et al., 2012","China","Baoshan",NA,2012,37.42551111,0.590438889,0.959003263,0.959003263,0.959003263,0.330335001,0.330335001,0.330335001,0.001037811,0.001037811,0.001037811,0,79.0439442838158,347.799730561367,0,812.1695013,3573.6113156,0.039958926,0.039958926,0.039958926
"1642",2005,"Liming","Upland Arable Land",2520,2280,0,155.56349186104,2,2,"D973","Yang et al., 2012","China","Baoshan",NA,2012,115.6666667,23.5,0.887961415,0.887961415,0.887961415,0.887961415,0.887961415,0.887961415,0.085881512,0.085881512,0.085881512,19.3118567537091,70.9760033640527,543.081372331717,16455.0386531,60476.467576,462742.919413,0.026157073,0.026157073,0.026157073
"1643",2006,"Straw addition","Maize",8681,9065,NA,NA,1,1,"D921B","Yang et al., 2013",NA,NA,"Not sure about control-treatment columns",2013,108.033,34.067,0.78776751,0.78776751,0.78776751,0.781699026,0.781699026,0.781699026,0.209839307,0.209839307,0.209839307,0,2.20125811633972,237.886439790087,0,4592.341777,496287.02219,0.00239318300000002,0.00239318300000002,0.00239318300000002
"1644",2006,"Straw addition","Wheat",5707,6407,NA,NA,1,1,"D921B","Yang et al., 2013",NA,NA,"Not sure about control-treatment columns",2013,108.033,34.067,0.78776751,0.78776751,0.78776751,0.781699026,0.781699026,0.781699026,0.209839307,0.209839307,0.209839307,0,2.20125811633972,237.886439790087,0,4592.341777,496287.02219,0.00239318300000002,0.00239318300000002,0.00239318300000002
"1645",2007,"Straw addition","Maize",9862,10636,NA,NA,1,1,"D921B","Yang et al., 2014",NA,NA,"Not sure about control-treatment columns",2014,121.35,41.13,0.034567122,0.034567122,0.034567122,0.017674501,0.017674501,0.017674501,0.792203634,0.792203634,0.792203634,16.652331521792,55.4470968067873,380.616723413624,131368.3407,437415.81139,3002641.8422,0.173229244,0.173229244,0.173229244
"1646",2007,"Straw addition","Rice",11490,12630,NA,NA,1,1,"D921B","Yang et al., 2014",NA,NA,"Not sure about control-treatment columns",2014,120.26,33.8,0.045157289,0.045157289,0.045157289,0.045134789,0.045134789,0.045134789,0.719132681,0.719132681,0.719132681,12.2965474440093,56.9190939007818,358.716724064549,87912.672989,406936.15112,2564601.66579,0.23571003,0.23571003,0.23571003
"1647",2008,"Straw addition","Wheat",3753,4159,0,36.7695526217005,2,2,"D921B","Yang et al., 2015",NA,NA,"Not sure about control-treatment columns",2015,106.28,38.12,0.043600576,0.043600576,0.043600576,0.033214199,0.033214199,0.033214199,0.83289309,0.83289309,0.83289309,0.279012359629975,20.6522608605505,226.798934830255,2312.5305345,171171.570714,1879771.42906,0.123506334,0.123506334,0.123506334
"1648",2010,"integrated biochar solutions","Maize",12100,12100,NA,NA,1,1,"D921A","Yang et al., 2017","China",NA,"Not sure about control-treatment columns",2017,123.55,41.82,0.121698503,0.121698503,0.121698503,0.112769365,0.112769365,0.112769365,0.390381645,0.390381645,0.390381645,32.1032022608091,127.275543499658,861.722970369957,124818.1364508,494850.8259808,3350402.692685,0.487919852,0.487919852,0.487919852
"1649",2006,"Straw addition","Maize",8483,8931,NA,NA,1,1,"D921B","Yang, 2013",NA,NA,"Not sure about control-treatment columns",2013,108.03,34.07,0.767592036,0.767592036,0.767592036,0.761981165,0.761981165,0.761981165,0.228670728,0.228670728,0.228670728,0,4.23731244166266,240.270560221369,0,9633.41657115,546248.69614,0.00373723599999998,0.00373723599999998,0.00373723599999998
"1650",2006,"Straw addition","Maize",10139,10814,NA,NA,1,1,"D921B","Yang, 2013",NA,NA,"Not sure about control-treatment columns",2013,120.7,40.8,0.372836555,0.372836555,0.372836555,0.138424141,0.138424141,0.138424141,0.564102213,0.564102213,0.564102213,20.9081987547158,73.3089161465427,455.605966406246,117440.215192,411772.194666,2559113.93254,0.063061232,0.063061232,0.063061232
"1651",2006,"Straw addition","Wheat",5735,6724,NA,NA,1,1,"D921B","Yang, 2013",NA,NA,"Not sure about control-treatment columns",2013,108.03,34.07,0.767592036,0.767592036,0.767592036,0.761981165,0.761981165,0.761981165,0.228670728,0.228670728,0.228670728,0,4.23731244166266,240.270560221369,0,9633.41657115,546248.69614,0.00373723599999998,0.00373723599999998,0.00373723599999998
"1652",2008,"Straw addition","Wheat",3842.25,4103,1124.07187640886,1352.95553018814,4,4,"D921B","Yang, 2015",NA,NA,"Not sure about control-treatment columns",2015,108.067,34.294,0.002252409,0.002252409,0.002252409,0.0001567,0.0001567,0.0001567,0.730431062,0.730431062,0.730431062,18.5268827283209,63.4240054070297,428.328313409072,134551.4585182,460616.745824,3110733.745064,0.267316529,0.267316529,0.267316529
"1653",2009,"Straw addition","Maize",12068,12302.5,0,74.2462120245875,2,2,"D921B","Yang, 2016",NA,NA,"Not sure about control-treatment columns",2016,103.07,36.08,0.825134978,0.825134978,0.825134978,0.00058372,0.00058372,0.00058372,0.173689893,0.173689893,0.173689893,33.6311489806025,120.497758058879,790.370757058962,58102.10481,208175.2655,1365466.419,0.00117512900000005,0.00117512900000005,0.00117512900000005
"1654",2006,"Straw return","Rice",7825.5,8256,0,195.748563213118,6,6,"D309","Yao  et al. (2013)","China","Guangxi",NA,2013,109.1481496,21.66209722,0.121845194,0.121845194,0.121845194,0.121190575,0.121190575,0.121190575,0.728985004,0.728985004,0.728985004,16.565053103916,51.87945326262,432.044868165426,119772.27209,375110.17641,3123865.3556,0.149169802,0.149169802,0.149169802
"1655",2010,"Straw return","Maize",7580,8590,NA,NA,1,1,"D331","Yao et al. (2017)","China",NA,NA,2017,117.9833333,36.96666667,0.000800802,0.000800802,0.000800802,0.0001587,0.0001587,0.0001587,0.738280257,0.738280257,0.738280257,12.1328593458291,52.3894298675035,356.510025720512,89114.515912,384794.59363,2618526.8826,0.260918941,0.260918941,0.260918941
"1656",2010,"Straw return","Wheat",5850,6870,NA,NA,1,1,"D331","Yao et al. (2017)","China",NA,NA,2017,117.9833333,36.96666667,0.000800802,0.000800802,0.000800802,0.0001587,0.0001587,0.0001587,0.738280257,0.738280257,0.738280257,12.1328593458291,52.3894298675035,356.510025720512,89114.515912,384794.59363,2618526.8826,0.260918941,0.260918941,0.260918941
"1657",2010,"Straw addition","Rice",8421.5,9502,72.8319984622144,7.07106781186548,2,2,"D921B","Yao et al., 2017",NA,NA,"Not sure about control-treatment columns",2017,120.95,31.25,0.187759741,0.187759741,0.187759741,0.18763919,0.18763919,0.18763919,0.547571235,0.547571235,0.547571235,24.3640237491746,86.7786433275293,756.904096575851,132558.903804,472142.120346,4118136.57546,0.264669024,0.264669024,0.264669024
"1658",2001,"Straw return","Rice",5029.29,5095.96,NA,NA,1,1,"D309","Ye  et al. (2008)","China","Hunan",NA,2008,111.4886519,28.90254099,0.366104368,0.366104368,0.366104368,0.366096458,0.366096458,0.366096458,0.488709342,0.488709342,0.488709342,13.4124944079662,60.4025055572219,561.047038261762,65098.393733,293167.39822,2723077.4447,0.14518629,0.14518629,0.14518629
"1659",2001,"Straw return","Rice",5304.58,5932.24,NA,NA,1,1,"D309","Ye  et al. (2008)","China","Hunan",NA,2008,111.4886572,28.9043651,0.360634208,0.360634208,0.360634208,0.360626298,0.360626298,0.360626298,0.493563332,0.493563332,0.493563332,12.5134378097386,62.0270712401553,560.425311103408,61339.65264,304050.65834,2747150.2585,0.14580246,0.14580246,0.14580246
"1660",2001,"Straw return","Rice",5333.33,6021.21,NA,NA,1,1,"D309","Ye  et al. (2008)","China","Hunan",NA,2008,111.4843419,28.90560991,0.346291913,0.346291913,0.346291913,0.346284003,0.346284003,0.346284003,0.507575064,0.507575064,0.507575064,4.54514732140269,64.3431313208861,556.863883279294,22911.801312,324349.6715,2807115.7543,0.146133023,0.146133023,0.146133023
"1661",2001,"Straw return","Rice",3528.8325,4678.26,483.248714043814,314.570177861793,4,4,"D309","Ye  et al. (2008)","China","Hunan",NA,2008,111.4870419,28.90712099,0.348061749,0.348061749,0.348061749,0.348053839,0.348053839,0.348053839,0.505771511,0.505771511,0.505771511,7.59304190294607,67.1715179088798,555.33164663079,38139.891446,337402.90572,2789433.9304,0.14616674,0.14616674,0.14616674
"1662",2001,"Straw return","Rice",5854.52,6007.1,NA,NA,1,1,"D309","Ye  et al. (2008)","China","Hunan",NA,2008,111.4875691,28.90867991,0.345296683,0.345296683,0.345296683,0.345288773,0.345288773,0.345288773,0.508357318,0.508357318,0.508357318,8.3511922827486,71.6120041295765,555.408835781976,42163.295727,361552.93825,2804134.5714,0.146345999,0.146345999,0.146345999
"1663",2006,"Slow Release Fertilizer","Rice",7881,8276.33333333333,0,344.543659545976,3,3,"D309","Ye  et al. (2013)","China","Guangxi",NA,2013,108.3512012,22.16180407,0.666324062,0.666324062,0.666324062,0.665997925,0.665997925,0.665997925,0.318621303,0.318621303,0.318621303,20.6957090038903,68.9998151381843,404.321936413824,65408.74091,218073.75772258,1277858.5540679,0.015054635,0.015054635,0.015054635
"1664",2006,"Slow Release Fertilizer","Rice",7913,8469,0,185.267374353932,3,3,"D309","Ye  et al. (2013)","China","Guangxi",NA,2013,108.3512322,22.16183007,0.66626066,0.66626066,0.66626066,0.665934523,0.665934523,0.665934523,0.318689199,0.318689199,0.318689199,20.5321946997754,68.9555315649834,404.341469650519,64905.76758,217980.19016258,1278192.3138679,0.015050141,0.015050141,0.015050141
"1665",2000,"Slow Release Fertilizer","Rice",6084,6675.66666666667,0,375.084346069876,6,6,"D309","Yin  et al. (2007)","China","Guizhou",NA,2007,108.9505671,27.35385386,0.451520592,0.451520592,0.451520592,0.42837728,0.42837728,0.42837728,0.526658207,0.526658207,0.526658207,10.8574054482789,45.7255085627141,301.04323661647,56772.80276724,239096.282388,1574139.270957,0.021821201,0.021821201,0.021821201
"1666",2004,"Organic Fertilizer","Rice",7548,5272.5,NA,NA,1,1,"D309","Yu  et al. (2011)","China","Guizhou",NA,2011,107.19,27.97,0.526356927,0.526356927,0.526356927,0.523207044,0.523207044,0.523207044,0.408215404,0.408215404,0.408215404,29.4718615175614,108.342417079052,436.803535988886,119462.531057,439159.886707,1770558.536073,0.065427669,0.065427669,0.065427669
"1667",2006,"Green Manure","Rice",8665.5,8793,NA,NA,1,1,"D309","Yu  et al. (2013)","China","Fujian",NA,2013,111.8755556,26.76166667,0.380862674,0.380862674,0.380862674,0.380862674,0.380862674,0.380862674,0.543985386,0.543985386,0.543985386,20.7682124392101,68.6214144710312,439.473231330176,112154.20279,370574.98602,2373279.3591,0.07515194,0.07515194,0.07515194
"1668",2006,"Secondary and Micronutrient Fertilizer","Rice",8700,9700,NA,NA,1,1,"D309","Yu  et al. (2013)","China","Heilongjiang",NA,2013,131.42,46.9,0.038385185,0.038385185,0.038385185,0.038150766,0.038150766,0.038150766,0.896729181,0.896729181,0.896729181,8.12857774838737,27.8073678780582,167.987918235127,72683.2892277,248645.092008,1502097.27037,0.0648856339999999,0.0648856339999999,0.0648856339999999
"1669",2006,"Slow Release Fertilizer","Rice",9375,9607.5,0,31.8198051533946,2,2,"D309","Yu  et al. (2013)","China","Heilongjiang",NA,2013,131.4725139,47.61963449,0.067058687,0.067058687,0.067058687,0.064710105,0.064710105,0.064710105,0.896609233,0.896609233,0.896609233,8.14350256922676,22.4542676834942,122.850969963962,72818.5378036,200784.235808,1098523.38407,0.0363320800000001,0.0363320800000001,0.0363320800000001
"1670",2007,"Green Manure","Rice",5572.95,6127.65,NA,NA,1,1,"D309","Yu  et al. (2014)","China","Jiangxi",NA,2014,116.1435199,28.9815121,0.269622573,0.269622573,0.269622573,0.269504073,0.269504073,0.269504073,0.722191525,0.722191525,0.722191525,3.02673590263693,15.4962681309165,157.190375247528,21709.2728056,111147.032032,1127448.4621173,0.00818590200000002,0.00818590200000002,0.00818590200000002
"1671",2013,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",14.9305,21.26675,3.28026835792439,3.67444801977113,2,4,"D669","Yu et al. (2020)","China","Guizhou","Control and Treatment not paired",2020,108.2666667,28.4,0.343083472,0.343083472,0.343083472,0.256905848,0.256905848,0.256905848,0.643332601,0.643332601,0.643332601,10.7797632385752,49.7752227153979,372.390354635159,68867.788879,317994.881103,2379059.702519,0.013583927,0.013583927,0.013583927
"1672",2003,"Slow Release Fertilizer","Rice",9738.5,10300.25,75,338.969393898623,4,4,"D309","Yuan  et al. (2010)","China","Anhui",NA,2010,118.5145214,31.27583652,0.123661639,0.123661639,0.123661639,0.119072139,0.119072139,0.119072139,0.784279471,0.784279471,0.784279471,15.9983279321812,67.9037662783286,529.003167060771,124672.8023148,529164.851823,4122450.01793,0.09205889,0.09205889,0.09205889
"1673",2004,"Slow Release Fertilizer","Rice",8138,8939,NA,NA,1,1,"D309","Yuan  et al. (2011)","China","Anhui",NA,2011,118.5124185,31.2767168,0.123216505,0.123216505,0.123216505,0.119494833,0.119494833,0.119494833,0.773790276,0.773790276,0.773790276,15.8673794421465,72.3833769945593,557.903588934995,121998.6957253,556530.309099,4289524.331267,0.102993219,0.102993219,0.102993219
"1674",2004,"Slow Release Fertilizer","Rice",8537.66666666667,8849,317.542648054294,534.339779541071,3,3,"D309","Yuan  et al. (2011)","China","Anhui",NA,2011,118.5203578,31.27686352,0.126112298,0.126112298,0.126112298,0.122261397,0.122261397,0.122261397,0.773616922,0.773616922,0.773616922,19.8301767582454,73.1828353918816,565.130085570916,152431.0752342,562543.562948,4344055.408127,0.10027078,0.10027078,0.10027078
"1675",2004,"Slow Release Fertilizer","Rice",8004,8927.33333333333,0,350.64559505765,3,3,"D309","Yuan  et al. (2011a)","China","Anhui",NA,2011,118.514978,31.278326,0.122653102,0.122653102,0.122653102,0.118963027,0.118963027,0.118963027,0.773795325,0.773795325,0.773795325,18.4802342419499,70.2598712678706,556.094826988135,142089.4409023,540208.835863,4275660.255217,0.103551573,0.103551573,0.103551573
"1676",2004,"Slow Release Fertilizer","Rice",8138,8738,NA,NA,1,1,"D309","Yuan  et al. (2011b)","China","Anhui",NA,2011,118.5124185,31.2767168,0.123216505,0.123216505,0.123216505,0.119494833,0.119494833,0.119494833,0.773790276,0.773790276,0.773790276,15.8673794421465,72.3833769945593,557.903588934995,121998.6957253,556530.309099,4289524.331267,0.102993219,0.102993219,0.102993219
"1677",2006,"Secondary and Micronutrient Fertilizer","Rice",6700,6680,NA,NA,1,1,"D309","Yuan et al. (2013)","China","Zhejiang",NA,2013,120.6,30.04,0.197809006,0.197809006,0.197809006,0.195472621,0.195472621,0.195472621,0.333085955,0.333085955,0.333085955,33.6358765030528,109.091875983139,996.007405979563,111295.354936,360966.3347728,3295617.93216,0.469105039,0.469105039,0.469105039
"1678",2014,"Straw return","Maize",12651.2,13209.3,NA,NA,1,1,"D331","Yuan et al. (2021)",NA,NA,NA,2021,124.2333333,43.31666667,0.000945625,0.000945625,0.000945625,0.000792416,0.000792416,0.000792416,0.914317535,0.914317535,0.914317535,10.4475704822727,40.8913123081429,273.41127430521,95171.50150565,372496.897485,2490623.20741,0.08473684,0.08473684,0.08473684
"1679",2006,"Straw return","Rice",8142,8123,NA,NA,1,1,"D309","Zeng  et al. (2013)","China","Jiangxi",NA,2013,116.0869218,28.32898796,0.165612092,0.165612092,0.165612092,0.164380584,0.164380584,0.164380584,0.687308256,0.687308256,0.687308256,15.2173930147016,67.9253441538129,460.658420992922,103862.6012675,463607.855103,3144111.600054,0.147079652,0.147079652,0.147079652
"1680",2006,"Straw return","Rice",5952,6528,NA,NA,1,1,"D309","Zeng  et al. (2013)","China","Jiangxi",NA,2013,116.086841,28.33054291,0.168125016,0.168125016,0.168125016,0.166900948,0.166900948,0.166900948,0.687095528,0.687095528,0.687095528,16.2203758325768,67.1112545330928,459.90856520467,110672.2230716,457902.567053,3137973.117654,0.144779456,0.144779456,0.144779456
"1681",2006,"Straw return","Rice",6692,6980,NA,NA,1,1,"D309","Zeng  et al. (2013)","China","Jiangxi",NA,2013,116.087991,28.33054291,0.164166146,0.164166146,0.164166146,0.162942078,0.162942078,0.162942078,0.690771399,0.690771399,0.690771399,16.444549225043,67.3645467195106,457.902499475264,112802.0312,462089.753683,3141000.177354,0.145062455,0.145062455,0.145062455
"1682",2006,"Straw return","Rice",8205,8723,NA,NA,1,1,"D309","Zeng  et al. (2013)","China","Jiangxi",NA,2013,116.084578,28.33140091,0.176693513,0.176693513,0.176693513,0.175477427,0.175477427,0.175477427,0.682100884,0.682100884,0.682100884,18.4760370945126,66.7216254369252,459.035934951964,125149.382415,451945.954343,3109328.232654,0.141205603,0.141205603,0.141205603
