,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
1096,1096,2008,organic fertilizer,38.13106.3,Rice,93160,96450,NA,NA,2,2,2,D309,6603,90,1,Liu  et al. (2015),,2015,NA,Ningxia,China,kg/hm-2,,,,,NA,NA,,106.3,38.13,China,Rice,Grains,NA,2008,0.0045312,0.02259117,0.021422104,52640.17337,759215.9311,3499789.406,3.740283744,1.731187521,2.103955074,0,0.010849863,0.007851716,0,217421.0951,798557.6849,NA,1.032273895,1.309780011,0.944757662,0.900850612,0.835881674,0.118433142,0.141448366,0.185437046,347530.7359,2473621.219,12036068.15,0.050711138,0.076558218,0.142696222,479148.7402,2415126.046,12971947.73,3.042057709,1.625045406,1.170710146,0.471436617,0.636965849,0.60642355,1.368377332,1.510605889,1.453207841,186.7177844,9.145979305,17.33333333
1097,1097,2008,simplified vs diversified,-13.0634.3,Maize,4320,5230,1980,4426.104382,16,16,4,FEB23_440,9105,15,1,"TerAvest, D; Carpenter-Boggs, L; Thierfelder, C; Reganold, JP","Crop production and soil water management in conservation agriculture, no-till, and conventional tillage systems in Malawi",2015,NA,"Nkhotakota, Central region of Malawi.",Malawi,kg/ha,,,,,NA,NA,,34.3,-13.06,Malawi,Maize,Grains,NA,2008,0.725445073,0.748334777,0.768095988,1588266.799,10986128.71,38726494.15,0.70801488,0.759607396,0.652187026,0.725445073,0.748244602,0.767938169,1588266.799,10985202.61,38702918.37,0.70801488,0.7596349,0.651923939,0.253211634,0.229018995,0.210534805,0.806247303,0.916744239,0.852110272,631289.3554,4057693.732,13868843.08,0.021343293,0.022646228,0.021369207,183811.2218,1243910.279,4501269.098,2.785056776,2.842062465,2.724746118,1.525019198,1.671851034,1.897694327,3.456122264,3.95758312,5.114456458,674.5590241,23.40887499,114.6666667
1098,1098,2008,simplified vs diversified,-13.4733.71,Maize,4350,6685,1060,2194.948747,16,16,4,FEB23_440,9109,15,2,"TerAvest, D; Carpenter-Boggs, L; Thierfelder, C; Reganold, JP","Crop production and soil water management in conservation agriculture, no-till, and conventional tillage systems in Malawi",2015,NA,"Dowa, Central region of Malawi.",Malawi,kg/ha,,,,,NA,NA,,33.71,-13.47,Malawi,Maize,Grains,NA,2008,0.963801451,0.964207322,0.918049798,743461.0138,3391403.905,18592712.95,0.249445266,0.181983039,0.261961457,0.963801451,0.964207322,0.918016039,743461.0138,3391403.905,18584228.89,0.249445266,0.181983039,0.26185155,0.004782807,0.010169456,0.048196998,4.014514357,3.501822412,1.556955902,59376.03629,688287.7,5801435.019,0.031415742,0.025623223,0.033753204,76451.53741,427959.8989,2833719.607,0.786943476,0.864154012,1.085932283,0.463467505,0.464723058,0.782173971,1.256893218,1.238861948,1.504780291,690.974445,19.65906247,71.25
1099,1099,2008,simplified vs diversified,42.457694-85.809529,Blueberry,6712.5,6429.9,3031.849944,3120.687565,48,48,12,FEB23_440,9116,16,1,"Blaauw, B R., & Isaacs, R.",Wildflower plantings enhance the abundance of natural enemies and their services in adjacent blueberry fields,2015,NA,"southwest Michigan, USA (details in Supporting Information).",United States of America,kg/ha,,,,,NA,NA,,-85.809529,42.457694,United States of America,Fruits,Fruits,NA,2008,0.619600272,0.578303193,0.633279569,1552095.917,7309589.848,34041837.47,0.805699886,0.650460411,0.691576221,0.459083053,0.498345698,0.566525547,860660.4371,4609125.541,23962869.9,0.602985576,0.475960897,0.54417911,0.372841837,0.416035968,0.358390779,0.555809712,0.382864211,0.434231941,644294.5015,3095224.826,12096397.73,0.007557891,0.005660839,0.008329651,84944.14927,479397.7459,2398874.605,3.614924228,4.358114796,3.705128492,1.512135419,1.418907614,1.535770284,3.410474091,2.971310669,3.102454157,255.9708004,8.911479036,80.75
1100,1100,2009,Biochar application,31.05104.17,Rice,10800,10675,NA,NA,12,12,4,D921,3177,22,1,Zhou 2016,,2016,NA,,China,t/ha,,16.3,890,,-0.061243625,0.666666667,,104.17,31.05,China,Rice,Grains,NA,2009,0,0.026081394,0.019388002,0,510820.397,1850509.795,NA,1.010477056,1.231080391,0,0.013238522,0.011678314,0,133728.8792,703021.7916,NA,0.521164372,0.776455746,0.939257466,0.822139484,0.84078377,0.157513713,0.277685581,0.288414746,458808.37,4424964.767,18800686.45,0.060742534,0.151779122,0.139828228,910500.5005,6149756.646,23492813.93,4.833469434,2.090426549,2.167046637,0.040303402,0.297422759,0.26664569,1.013525369,1.126300002,1.108777048,403.9103442,16.32243713,78.16666667
1101,1101,2009,Biochar application,38.12106.19,Rice,8100,9800,NA,NA,9,9,3,D921,3225,409,1,Wang et al. 2016,,2016,NA,,China,t/ha,,,,,0.071458964,0.666666667,,106.19,38.12,China,Rice,Grains,NA,2009,0.02088026,0.106135435,0.102086242,184033.0483,2880650.591,9101013.345,2.837662949,1.398133832,1.148101342,0.000910342,0.088520657,0.088499918,15899.35006,1929880.606,6017764.368,5.623101499,1.123063661,0.875689217,0.957827173,0.856019122,0.849560302,0.097820288,0.167243513,0.187459319,291014.8765,2779164.055,12366407.52,0.021292567,0.037845443,0.048353456,219550.2007,1772132.845,9196771.169,3.319760305,2.412132966,2.449432922,0.718285796,0.881938751,0.887952646,1.704496835,1.640525845,1.653828941,186.9680903,9.145979305,17.33333333
1102,1102,2009,Biochar application,41.83123.4,Rice,6375,6592.5,NA,NA,12,12,4,D921,3194,35,1,Sui 2016,,2016,NA,,China,t/ha,,8.3,500,,0.028624495,0.666666667,,123.4,41.83,China,Rice,Grains,NA,2009,0.04346302,0.052561887,0.056009986,266322.1694,1710589.044,4283554.068,1.971137114,1.675026872,0.984067556,0.041738647,0.046856675,0.051946576,241730.2515,1345046.925,3250844.915,1.863039469,1.477450721,0.805240211,0.108488012,0.119965341,0.094726043,3.576616828,3.124270704,3.280748677,1206215.071,7282112.923,24152174.14,0.848048967,0.827472772,0.849263971,928029.6092,3729161.439,11572648.14,0.352022417,0.231955413,0.175338051,1.374967381,1.462577398,1.550715829,3.195654667,3.351897414,3.685326852,241.9951343,8.374041567,56.08333333
1103,1103,2009,Biochar application,41107,Maize,11340,12630,NA,NA,3,3,1,D921,3168,16,1,Wu et al. 2016,,2016,NA,,China,t/ha,,7.9,136.5,,0.107738638,0.666666667,,107,41,China,Maize,Grains,NA,2009,0.026126874,0.03568202,0.024210955,452777.7959,2447956.778,7599275.414,5.575846999,3.531710413,4.039524231,0.025908546,0.035289882,0.023473535,448209.438,2408957.941,7356229.513,5.566101616,3.514064928,4.033171922,0.962736411,0.937549803,0.940019208,0.050967883,0.078617754,0.074379887,152507.3649,1431806.098,5432782.095,0.011136716,0.026768177,0.035769837,238333.4179,1580407.952,6619592.227,6.885587042,3.039353259,2.381684491,0.196664952,0.35709486,0.341348301,1.082393688,1.164014712,1.163756866,154.5650104,7.896937673,11
1104,1104,2009,Biochar application,45.83123.4,Rice,6375,6585,NA,NA,18,18,6,D921,3233,428,1,Liu et al. 2016,,2016,NA,,China,t/ha,,,,,0.035281814,0.666666667,,123.4,45.83,China,Rice,Grains,NA,2009,0.222376427,0.179747418,0.203612908,1844972.654,11961330.72,53537317.81,2.666390867,3.421821023,3.380110279,0.191889766,0.153780192,0.173213502,1672610.062,10710629.28,47178524.29,2.801338039,3.581418221,3.501403617,0.719150582,0.794776055,0.766815104,0.72667025,0.514126059,0.564015223,1626052.597,7946464.368,33643558,0.058472992,0.025476527,0.029571988,334237.0208,1053605.419,4736203.345,1.837053759,2.12656284,2.05887217,0.992641375,0.924452498,1.094949484,2.106605586,1.955803168,2.294711352,228.406522,5.549104015,34.25
1105,1105,2009,Cover crops,-78.605288,Maize,7800,9000,NA,NA,12,12,3,D473,1610,49,1,,,2016,NA,,Brazil,Mg/ha,,16,1480,Temperate,NA,NA,,-51.216633,-27.388655,Brazil,Maize,Grains,NA,2009,0.222118711,0.328693609,0.402513325,570139.5308,3986168.679,16470019.11,0.82829404,0.626138413,0.52815191,0.199763653,0.291896695,0.352784009,435673.9795,2850517.155,10318980.62,0.703774743,0.504197184,0.377548648,0.222606391,0.30147969,0.48827174,1.223609207,0.792952572,0.31765002,844095.9931,4630195.594,12016153.34,0.555274898,0.369826701,0.109214935,795387.4619,3723655.371,5841933.298,0.462231168,0.519848926,0.690429876,1.460532146,1.484801068,1.455784637,3.398354962,3.53558959,3.503751832,632.7822,16.3005209,134.0833333
1106,1106,2009,Cover crops,-32.797527.84861111,Maize,4961,5647,NA,NA,15,15,5,D473,1499,17,1,,,2016,NA,,South Africa,Mg/ha,,18.1,298.5,Temperate,NA,NA,,27.84861111,-32.7975,South Africa,Maize,Grains,NA,2009,0.990759189,0.992143421,0.991884078,457875.5558,1705798.907,6046461.988,0.14896753,0.088671271,0.07859756,0.970088523,0.983739842,0.983492005,324682.6584,1302566.562,4606230.458,0.107884734,0.06828876,0.060387004,0.007781749,0.007311895,0.007678292,1.655639564,1.210336293,1.286247638,39969.68496,171595.7215,765985.5002,0.001459062,0.000544684,0.00043763,21283.32611,49938.55635,165453.1608,4.701950269,4.728476426,4.874569197,0.576076998,0.60670903,0.650291605,1.354035554,1.399318792,1.442033672,486.932633,18.14391692,71.25
1107,1107,2009,Cover crops,39.900063-88.716658,Maize,10300,10310,NA,NA,24,24,6,D473,1549,34,1,,,2016,NA,,USA,Mg/ha,,11.3,1015,Cold,NA,NA,,-88.716658,39.900063,United States of America,Maize,Grains,NA,2009,0.012370011,0.037499202,0.027228103,116890.0967,1798909.281,4119120.33,3.041106488,2.470180174,1.947455761,0.00467981,0.017217134,0.015267747,40368.07424,1008332.163,2143353.754,2.776091586,3.015672441,1.807171702,0.96841275,0.9068788,0.95292275,0.0724892,0.072404704,0.040903797,218127.1969,1275189.222,3027894.946,0.019217239,0.055621997,0.019849147,226123.0735,1195473.857,2646961.72,3.786847938,1.106712723,1.716668063,0.106141176,0.261873717,0.196193696,1.032790148,1.093672031,1.065769983,249.0176236,11.12645849,83.25
1108,1108,2009,Liming,-75.25,Upland Arable Land,2051.25,2476.875,2524.618783,1818.680841,48,48,16,D973,4794,43,1,Joris et al. 2016,,2016,2009,Ponta Grossa, Brazil,t/ha,Typic Hapludox,17.5,1550,,0.288,0.049,,-50.08333333,-25.16666667,Brazil,Grassland,Grassland,7,2009,0.612875549,0.421516303,0.400557963,479018.1317,3655840.715,18588249.4,0.252317641,0.447979442,0.599235274,0.591806695,0.396704987,0.345863021,314372.6787,2270828.504,9364732.963,0.171487662,0.295666331,0.349635496,0.339858467,0.445606345,0.526544039,0.420836306,0.464115452,0.321925852,443040.4058,4003982.756,13127024.74,0.047265983,0.132877352,0.072897998,394057.6275,3047041.137,7562499.393,2.691404664,1.184438587,1.339596494,1.331839995,1.386401881,1.456402713,3.076924287,3.268214553,3.256367202,762.8059883,17.50018732,121.4166667
1109,1109,2009,Liming,-35.9146.933333333333,Grassland,2807.5,3972.5,4352.769233,3884.147268,80,80,20,D973,4997,35,1,Hayes et al. 2016,,2016,2004,Gerogery, Australia,t/ha,Yellow Kandoso,,628,,0.222,0.025,,146.9333333,-35.9,Australia,Grassland,Grassland,12,2009,0.003293233,0.019363006,0.021543209,41316.60249,830747.0563,3809993.413,4.041294872,2.211218709,2.278707814,0.003293233,0.019363006,0.021543209,41316.60249,830747.0563,3809993.413,4.041294872,2.211218709,2.278707814,0.996706767,0.976930048,0.9733918,0.022764696,0.036397693,0.041114211,70438.61631,689924.6326,3106024.207,0,0.003706946,0.005064991,0,357352.6898,2090522.76,NA,4.968399062,5.318033113,0.581383048,0.695516341,0.749558986,1.516777519,1.583857405,1.675866057,347.7935565,15.05354154,57.83333333
1110,1110,2009,Liming,27.6408333333333106.679166666667,Upland Arable Land,1420,1715,539.0732789,410.3656906,6,6,2,D973,4922,79,1,Zhu et al. 2016,,2016,NA,Zunyi, China,t/ha,,15.3,1061,,0.151,0.034,,106.6791667,27.64083333,China,Grassland,Grassland,NA,2009,0.114406353,0.379019261,0.466456984,310073.586,3259094.834,15071898.03,0.874545658,0.443936237,0.41704248,0.113381255,0.378700588,0.464437548,296115.0064,3227344.395,14476328.32,0.842727209,0.439981294,0.402304646,0.78540674,0.576953917,0.507229816,0.386365794,0.322598105,0.342592484,940427.7522,3605106.16,13463521.16,0.100186907,0.044026822,0.0263132,852125.4352,2646121.798,6768189.481,2.744482201,3.102968538,3.319883065,1.068234235,1.260787836,1.255531488,2.452025036,2.876406445,2.795879806,462.3400006,15.32262488,88.75
1111,1111,2009,Secondary and micronutrients,31.11108.13,Rice,93650,93122.5,NA,NA,4,4,4,D309,6932,65,5,Jia  et al. (2016),,2016,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,108.13,31.11,China,Rice,Grains,NA,2009,0.016645273,0.011965702,0.036974599,111363.5827,495758.1749,4362768.363,2.157340861,2.137545284,1.521883361,0.016645273,0.011965702,0.036825984,111363.5827,495758.1749,4334913.871,2.157340861,2.137545284,1.518269259,0.977813638,0.976307383,0.948850996,0.060180277,0.082534449,0.093433632,182491.9739,1561846.021,6873509.958,0.005541089,0.011726916,0.014174406,146472.7375,1489903.711,6522224.628,8.523700597,6.554778374,5.934902397,0.402475934,0.526075349,0.624202976,1.249685429,1.427887346,1.482796518,357.4995069,17.05477099,103.8333333
1112,1112,2009,Secondary and micronutrients,31.14108.95,Rice,85200,90900,NA,NA,1,1,1,D309,7144,78,1,Li  et al. (2016),,2016,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,108.95,31.14,China,Rice,Grains,NA,2009,0.522891176,0.576006443,0.549303746,424177.7678,3146224.92,12806196.59,0.261577367,0.281801509,0.300695942,0.522891176,0.575530996,0.547887614,424177.7678,3103354.713,12416029.11,0.261577367,0.278191328,0.292288146,0.47049198,0.417065264,0.446081212,0.296635915,0.297369565,0.253481313,432825.0454,2403918,8766776.136,0.006616844,0.006928293,0.004615043,117247.2655,517076.5683,1587545.347,5.713673057,3.850432155,4.436805437,0.968384221,1.074460396,1.115351831,2.319917197,2.451158974,2.577092084,365.5615662,15.45141649,106.75
1113,1113,2009,Secondary and micronutrients,31.23108.34,Rice,85490,89470,NA,NA,4,4,4,D309,6928,65,1,Jia  et al. (2016),,2016,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,108.34,31.23,China,Rice,Grains,NA,2009,0.022655012,0.154861393,0.24175033,123653.4382,2195291.021,10668271.41,1.759938434,0.731344004,0.569165852,0.022655012,0.154742647,0.241631581,123653.4382,2189613.002,10634822.91,1.759938434,0.730012182,0.567660169,0.92299189,0.811205106,0.738652461,0.244500286,0.213788422,0.193880261,699876.9419,3361569.476,11103550.97,0.054353098,0.0339335,0.019597209,772839.1461,2455424.254,6415677.852,4.584799801,3.733108814,4.222407881,0.81072435,1.119861713,1.109988244,2.098047078,2.511235597,2.36441644,362.3049445,16.90806254,102.0833333
1114,1114,2009,Secondary and micronutrients,31.57120.63,Rice,77915,79417.5,NA,NA,4,4,4,D309,7018,47,1,Guo et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,120.63,31.57,China,Rice,Grains,NA,2009,0.316448328,0.153805205,0.198186326,1402306.55,5616970.117,21692543.63,1.428778793,1.883966346,1.411620301,0.316448328,0.153568558,0.197910253,1402306.55,5602019.108,21609737.25,1.428778793,1.881847117,1.40819337,0.507677711,0.588883545,0.536628474,1.369318789,0.930019344,0.935160652,2156094.666,10616450.56,38911577.31,0.175873961,0.257311251,0.2651852,777375.2995,5387239.751,19138058.71,1.425128514,1.08006424,0.930742838,1.136620618,0.85676146,0.92126225,2.338133217,1.631378446,1.820033656,325.8663587,15.65822911,80.16666667
1115,1115,2009,Secondary and micronutrients,32.39120.49,Rice,78610,79672.5,NA,NA,4,4,4,D309,7022,47,5,Guo et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,120.49,32.39,China,Rice,Grains,NA,2009,0.033011505,0.020583615,0.011406519,223172.4416,1030962.876,2066899.246,2.179340599,2.583381483,2.336535458,0.033011505,0.020466358,0.011338119,223172.4416,1023245.953,2044974.017,2.179340599,2.578734592,2.325696207,0.670348827,0.683025883,0.653984352,0.961370041,0.918269357,0.872891866,1999132.436,12160182.2,44271231.12,0.296639668,0.296390502,0.334609128,1303002.09,7721853.52,28997379.23,1.416008169,1.343768476,1.117447603,0.263809523,0.209514792,0.175624665,1.110068952,1.075137622,1.058095537,261.7060005,15.06791665,82.83333333
1116,1116,2009,Secondary and micronutrients,32.67119.87,Rice,84900,91650,NA,NA,2,2,2,D309,7016,9,1,Bian  et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,119.87,32.67,China,Rice,Grains,NA,2009,0.119756224,0.171142188,0.127771524,937219.3636,7350820.419,24836090.05,2.522709941,2.215236351,2.506279662,0.103617134,0.160439579,0.120392925,796904.5244,6693253.428,22937354.4,2.47912758,2.151627517,2.456533757,0.830104869,0.763123321,0.793067386,0.410815335,0.482515071,0.406384801,1057926.386,7139442.068,24995807.29,0.050138907,0.065734491,0.07916109,622430.1153,3426077.779,13663814.69,4.001657306,2.688098925,2.225566512,0.496366207,0.681996423,0.578421088,1.296864104,1.474332382,1.345488191,253.0862223,15.06485409,80.41666667
1117,1117,2009,Slow-release fertilizer,21.580154108.066013,Rice,70670,78040,NA,NA,1,1,1,D309,7269,103,1,Mi et al. (2016),,2016,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,108.066013,21.580154,China,Rice,Grains,NA,2009,0.342885484,0.428825201,0.506629397,1512897.054,7824357.428,36976935.09,1.425259209,0.943015294,0.943039675,0.336236521,0.425984524,0.504224289,1457333.494,7658661.459,36349512.13,1.400063202,0.929200438,0.931460116,0.591464564,0.490713571,0.436099099,0.528433556,0.525461092,0.579904529,967577.006,4989054.855,19572768.09,0.065649952,0.080461228,0.057271503,537816.0508,2664320.485,8115811.982,2.646262513,1.711394612,1.830976765,1.531959211,1.79396446,1.988389707,3.195484927,4.788094966,5.664796913,592.199705,22.5480113,199.9166667
1118,1118,2009,Slow-release fertilizer,22.16154507108.3514992,Rice,72660,79850,NA,NA,1,1,1,D309,7268,188,2,Yang  et al. (2016),,2016,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,108.3514992,22.16154507,China,Rice,Grains,NA,2009,0.520477472,0.617348638,0.683654056,1238852.822,8163084.756,32376851.11,0.768794495,0.683334653,0.611852611,0.520363962,0.616834259,0.683268289,1237231.344,8135544.781,32284035.61,0.767955738,0.681597183,0.610443055,0.436886169,0.365030269,0.299924491,0.41694455,0.36789501,0.389232625,563967.542,2598622.19,9035923.82,0.042636359,0.017621093,0.016421453,292225.6116,902142.7677,3042466.549,2.213760571,2.645769828,2.393662033,1.327171606,1.40205078,1.408523192,3.013248094,3.173990373,3.210606927,595.0108419,21.62402074,150.4166667
1119,1119,2009,Slow-release fertilizer,22.67749511113.4181998,Rice,54500,51635,NA,NA,2,2,2,D309,7262,34,1,Fu  et al. (2016),,2016,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,113.4181998,22.67749511,China,Rice,Grains,NA,2009,0.006782397,0.037419384,0.220414267,83766.90737,1954542.518,30153176.67,3.988824495,2.699113335,1.767278759,0.006782397,0.037419384,0.220414267,83766.90737,1954542.518,30153176.67,3.988824495,2.699113335,1.767278759,0.254998885,0.476689861,0.505510482,1.706409283,0.952504226,0.996289323,1347304.713,8786788.877,38985575.86,0.738218718,0.485890754,0.274075251,919608.8412,5464122.944,16189986.96,0.402321963,0.581104799,0.763112148,0.206079164,0.456869886,0.976860306,1.077467406,1.215681095,1.948812666,542.0511483,22.44529136,150.6666667
1120,1120,2009,Slow-release fertilizer,22.68842785113.4152792,Rice,44220,44690,NA,NA,3,3,3,D309,7157,31,1,Feng  et al. (2016),,2016,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,113.4152792,22.68842785,China,Rice,Grains,NA,2009,0.028641904,0.135238977,0.195959718,273971.7835,5374131.368,28879807.18,3.089291029,2.053422004,1.903874612,0.028641904,0.135238977,0.195959718,273971.7835,5374131.368,28879807.18,3.089291029,2.053422004,1.903874612,0.503510504,0.479952844,0.508567317,0.63373988,0.98603963,1.003321443,988017.6555,9158432.124,39498234.23,0.467847592,0.384808179,0.295472965,868051.4758,4478828.282,16735093.28,0.599233313,0.601439471,0.731680107,0.429303684,0.828461401,0.965466208,1.192183765,1.643442535,1.870909473,545.8510541,22.44529136,150.6666667
1121,1121,2009,Slow-release fertilizer,22.69182994113.4146233,Rice,46880,45990,NA,NA,3,3,3,D309,7264,116,1,Qiu et al. (2016),,2016,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,113.4146233,22.69182994,China,Rice,Grains,NA,2009,0.063844742,0.168382083,0.195352023,584828.228,6776763.493,27877939.33,2.958408653,2.079687266,1.843543377,0.063844742,0.168382083,0.195352023,584828.228,6776763.493,27877939.33,2.958408653,2.079687266,1.843543377,0.657312161,0.481609821,0.498192607,0.509584127,1.004991554,1.023029097,1037128.541,9366690.39,39452511.86,0.278843097,0.350008096,0.30645537,857773.0151,4237634.454,16958998.37,0.993499049,0.625629158,0.714897154,0.559536587,0.923739781,0.972283871,1.279486114,1.79255049,1.886370089,545.8510541,22.44529136,150.6666667
1122,1122,2009,Slow-release fertilizer,23.92671645112.0122253,Rice,71510,82500,NA,NA,1,1,1,D309,7267,188,1,Yang  et al. (2016),,2016,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,112.0122253,23.92671645,China,Rice,Grains,NA,2009,0.048778088,0.08139727,0.284165625,288236.7676,3319132.62,22058484.33,1.908043221,2.106663335,1.002590414,0.048778088,0.08139727,0.284165625,288236.7676,3319132.62,22058484.33,1.908043221,2.106663335,1.002590414,0.833717233,0.807865876,0.626705436,0.339439458,0.368312281,0.4033585,876430.534,5759371.526,19572002.13,0.117504679,0.110736854,0.089128938,945788.4114,4635418.948,12859708.33,2.598976984,2.162604877,1.863510344,0.76633803,0.987891217,1.382943196,1.722387622,2.267246707,3.533330697,511.9475241,21.23356255,135.0833333
1123,1123,2009,Slow-release fertilizer,23.98989504111.7243719,Rice,76020,77280,NA,NA,1,1,1,D309,7160,31,4,Feng  et al. (2016),,2016,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,111.7243719,23.98989504,China,Rice,Grains,NA,2009,0.160086174,0.133933472,0.145758241,477942.8291,3451021.071,15439599.15,0.964008024,1.331171449,1.368099081,0.160086174,0.133933472,0.145758241,477942.8291,3451021.071,15439599.15,0.964008024,1.331171449,1.368099081,0.373064707,0.605261627,0.730254028,1.376134325,0.611145814,0.379518022,1589960.993,7159990.91,21458122.3,0.46684912,0.260804901,0.123987732,1046166.892,5247400.77,15759167.65,0.723573995,1.039450945,1.641607056,1.328693454,1.223627546,1.187885562,3.058479308,2.384753926,2.38718115,519.399789,21.13568735,132.1666667
1124,1124,2009,Slow-release fertilizer,24.15588407110.781721,Rice,65620,73550,NA,NA,1,1,1,D309,7161,31,5,Feng  et al. (2016),,2016,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.781721,24.15588407,China,Rice,Grains,NA,2009,0.741477041,0.787937319,0.830389164,849429.5112,5765155.183,24653304.72,0.369892489,0.377991827,0.383438361,0.741477041,0.787937319,0.830389164,849429.5112,5765155.183,24653304.72,0.369892489,0.377991827,0.383438361,0.228436935,0.183469723,0.111037318,0.47904792,0.528508325,0.800929122,338921.7237,1876951.974,6885903.911,0.030086025,0.028592958,0.058573518,276526.5999,1304540.824,3977826.861,2.967686218,2.357011325,0.877095045,1.200011418,1.252253958,1.14321588,2.556934404,2.524399137,2.116412764,541.5363147,19.61681247,131.9166667
1125,1125,2009,Slow-release fertilizer,24.20890689110.9309752,Rice,79490,88610,NA,NA,1,1,1,D309,7162,31,6,Feng  et al. (2016),,2016,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.9309752,24.20890689,China,Rice,Grains,NA,2009,0.764942564,0.855745724,0.911962812,1533132.499,8476377.289,33040624.8,0.647132186,0.511710714,0.467917398,0.764942564,0.855745724,0.911962812,1533132.499,8476377.289,33040624.8,0.647132186,0.511710714,0.467917398,0.213537902,0.134671451,0.081215844,0.521659278,0.596462474,0.615985409,345000.5365,1554890.092,3873585.234,0.021519533,0.009582826,0.006821344,174286.6981,537548.3621,1307294.299,2.615011054,2.897896904,2.475149955,1.248305265,1.086147789,0.98683843,2.471304606,2.041223225,1.92029769,536.798463,19.2334168,131.8333333
1126,1126,2009,Slow-release fertilizer,29.119119.2796,Rice,90000,93000,NA,NA,1,1,1,D309,7413,212,1,Zhang  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.2796,29.119,China,Rice,Grains,NA,2009,0.13738242,0.132027284,0.15480218,777321.1751,4375911.376,16824291.35,1.825205544,1.71066164,1.402355228,0.137129688,0.131744222,0.154367393,772218.1689,4345804.965,16691674.1,1.816565124,1.702542425,1.395219886,0.792212399,0.795244138,0.708758731,0.282000876,0.262445707,0.401168397,692547.6347,4043716.128,22035697.59,0.07040518,0.072728578,0.136439088,634534.979,3672664.448,17686997.76,2.907323743,2.606366263,1.672682999,0.745002843,0.7109982,0.889890231,1.539830164,1.505046419,1.653345321,433.5616004,17.5903124,125.1666667
1127,1127,2009,Slow-release fertilizer,29.328928119.731652,Rice,80735,84530,NA,NA,2,2,2,D309,7411,31,3,Feng  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.731652,29.328928,China,Rice,Grains,NA,2009,0.130565176,0.212358874,0.501831945,360921.497,2288116.991,9516163.022,0.89168088,0.556094922,0.244671689,0.130565176,0.212358874,0.501791596,360921.497,2288116.991,9500657.758,0.89168088,0.556094922,0.244292673,0.714656441,0.685907979,0.422513892,0.41363951,0.330303044,0.427786491,916421.4915,4389725.013,14008379.78,0.154778383,0.101733147,0.075654163,854216.4785,3385491.333,8555869.279,1.780252906,1.717514221,1.459188718,0.91810004,1.100780685,1.112056191,2.042302709,2.730768222,2.629194284,419.4838245,16.25043758,123.4166667
