ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference
A288,8451,113,13,Welsh et al.,High yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,2009,,-97.12,49.65,,Canada,3,3,cereals,treat organic vs contr conventional,1988,897,169,240,Mg/ha,,,,,-0.795828525,0.026271425,
A288,8452,115,1,WICST,WICST Annual Crop Yields,2007,,-89.35,43.3,,USA,15,15,oil crops,treat organic vs contr conventional,52.15333333,47.32666667,10.89874611,13.49415041,Mg/ha,,,,,-0.097114184,0.008331231,
A288,8453,115,2,WICST,WICST Annual Crop Yields,2007,,-89.35,43.3,,USA,15,15,cereals,treat organic vs contr conventional,178.94,140.1066667,23.9362785,37.9172495,Mg/ha,,,,,-0.244646517,0.006075662,
A288,8454,14,1,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,3.132333333,2.493,0.238193899,0.258721858,Mg/ha,,,,,-0.228291396,0.005517592,
A288,8455,14,2,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.953,1.779333333,0.127314571,0.444307701,Mg/ha,,,,,-0.506582841,0.021403723,
A288,8456,14,3,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.158333333,1.479333333,0.783905819,0.086118136,Mg/ha,,,,,-0.377744783,0.045100947,
A288,8457,14,4,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.691,2.256666667,0.926786383,0.291165474,Mg/ha,,,,,-0.176024073,0.045086745,
A288,8458,14,5,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.158333333,1.479333333,0.783905819,0.086118136,Mg/ha,,,,,-0.377744783,0.045100947,
A288,8459,14,6,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.286,1.798666667,0.929834394,0.677366469,Mg/ha,,,,,-0.239757916,0.102423245,
A288,8460,14,7,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.152666667,2.749333333,0.266250509,0.276178083,Mg/ha,,,,,0.244651074,0.008462832,
A288,8461,14,8,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.286,1.798666667,0.929834394,0.677366469,Mg/ha,,,,,-0.239757916,0.102423245,
A288,8462,14,9,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,16.90666667,10.10333333,0.936286993,2.886197036,Mg/ha,,,,,-0.51484262,0.028224337,
A288,8463,14,10,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.355666667,1.944666667,0.584092744,0.082857307,Mg/ha,,,,,-0.19173319,0.021098564,
A288,8464,14,11,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,3.132333333,2.493,0.238193899,0.258721858,Mg/ha,,,,,-0.228291396,0.005517592,
A288,8465,14,12,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,11.30666667,13.41,2.24709442,0.723809367,Mg/ha,,,,,0.170608175,0.014137063,
A288,8466,14,13,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,53.28059637,53.72894173,8.075141242,11.20750018,Mg/ha,,,,,0.008379589,0.022160415,
A288,8467,14,14,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,65.14832947,67.44753268,7.091713863,8.607718986,Mg/ha,,,,,0.03468334,0.009378832,
A288,8468,14,15,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,48.08349048,48.14448069,9.473921773,3.478511523,Mg/ha,,,,,0.001267619,0.014680454,
A288,8469,14,16,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,67.42534883,80.12100227,4.78377344,5.332343685,Mg/ha,,,,,0.172516978,0.003154391,
A288,8470,14,17,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,64.04833333,60.3825,5.572962258,7.403418552,Mg/ha,,,,,-0.058938679,0.007534649,
A288,8471,14,18,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,37.9393,35.79375,1.805569569,6.308307147,Mg/ha,,,,,-0.058214217,0.011108535,
A288,8472,14,19,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,68.15683333,57.6435,0.587387507,6.723384248,Mg/ha,,,,,-0.167533931,0.004559514,
A288,8473,14,20,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,67.36833333,61.835,3.230164792,6.726969507,Mg/ha,,,,,-0.085705528,0.004711349,
A288,8474,14,21,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,49.76541667,37.00416667,5.425176024,10.32160426,Mg/ha,,,,,-0.296289779,0.029895565,
A288,8475,14,22,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,81.10483333,62.9555,16.29414587,8.926552568,Mg/ha,,,,,-0.253314429,0.020155515,
A288,8476,14,23,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,31.19416667,38.18,1.044393764,3.415881109,Mg/ha,,,,,0.202080707,0.003041809,
A288,8477,14,24,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,38.69875,25.48791667,3.688600683,3.735480293,Mg/ha,,,,,-0.417602816,0.010188199,
A288,8478,14,25,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,31.8305,35.1505,2.983096671,1.699474404,Mg/ha,,,,,0.099213893,0.003706892,
A288,8479,14,26,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,24.96833333,24.52833333,6.48071421,4.113735124,Mg/ha,,,,,-0.017779443,0.031832622,
A288,8480,14,27,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,51.32833333,36.668,8.979889569,2.371195901,Mg/ha,,,,,-0.336338466,0.01159642,
A288,8481,14,28,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,37.675,38.67833333,12.15375456,7.258221316,Mg/ha,,,,,0.026282836,0.046427367,
A288,8482,14,29,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,12.965,20.71166667,7.895724793,2.804577805,Mg/ha,,,,,0.46844373,0.12974025,
A288,8483,14,30,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,33.61333333,34.09166667,7.843824747,5.107513746,Mg/ha,,,,,0.014130162,0.025633169,
A288,8484,14,31,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,30.95833333,29.40833333,8.709788555,3.112936984,Mg/ha,,,,,-0.051364133,0.030118786,
A288,8485,14,32,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,46.87333333,67.65,5.42864931,1.573308616,Mg/ha,,,,,0.366898427,0.004651351,
A288,8486,14,33,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,62.07333333,67.68333333,3.300914015,2.302201845,Mg/ha,,,,,0.086523484,0.001328279,
A288,8487,14,34,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,59.86,77.11666667,4.494897107,13.596122,Mg/ha,,,,,0.253310924,0.012240766,
A288,8488,14,35,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,81.59,66.68666667,19.35419593,8.527844589,Mg/ha,,,,,-0.201701673,0.024207683,
A288,8489,14,36,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,76.96333333,58.97,17.53334632,11.29085028,Mg/ha,,,,,-0.266300278,0.029519742,
A288,8490,14,37,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,fruit,treat organic vs contr conventional,73.76,79.07,3.24087951,10.68500351,Mg/ha,,,,,0.069516957,0.006730539,
A288,8491,14,38,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,15.71333333,12.7,1.794500859,0.810987053,Mg/ha,,,,,-0.212907615,0.005706648,
A288,8492,14,39,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.05,1.163666667,0.657171971,0.29743963,Mg/ha,,,,,-0.566263853,0.056033465,
A288,8493,14,40,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,2.953,1.779333333,0.127314571,0.444307701,Mg/ha,,,,,-0.506582841,0.021403723,
A288,8494,14,41,Campanelli et al.,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy),2012,,13.8,42.88,,Italy,3,3,vegetables,treat organic vs contr conventional,10.42,13.82666667,1.099954545,1.659949798,Mg/ha,,,,,0.282872059,0.008518774,
A288,8495,17,1,Clark et al.,Crop-yield and economic comparisons of organic low-input and conventional farming systems in California's Sacramento valley,1999a,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,13752.51,9206.37,962.47,1878.87,Mg/ha,,,,,-0.401325717,0.01551602,
A288,8496,17,2,Clark et al.,Crop-yield and economic comparisons of organic low-input and conventional farming systems in California's Sacramento valley,1999a,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,30.14,22.54,2.86,3.34,Mg/ha,,,,,-0.290561685,0.010320607,
A288,8497,25,1,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.19,6.75,0.61,1.04,Mg/ha,,,,,-0.063148667,0.010312218,
A288,8498,25,2,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,75.48,67.06,6.24,6.51,Mg/ha,,,,,-0.118279979,0.00541949,
A288,8499,25,3,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.64,8.72,0.4,1.63,Mg/ha,,,,,0.132221635,0.012560903,
A288,8500,25,4,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,6.3,6.52,0.47,0.54,Mg/ha,,,,,0.034324743,0.004141711,
A288,8501,25,5,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,6.58,7.37,0.79,0.47,Mg/ha,,,,,0.113382961,0.006160489,
A288,8502,25,6,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.22,5.41,0.68,1.59,Mg/ha,,,,,-0.28860586,0.031749241,
A288,8503,25,7,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,76.75,51.04,1.98,6.52,Mg/ha,,,,,-0.407943747,0.005661267,
A288,8504,25,8,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,43.44,71.95,7.33,3.25,Mg/ha,,,,,0.504590758,0.01017101,
A288,8505,25,9,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,54.57,52.67,5.97,12.49,Mg/ha,,,,,-0.035438248,0.022734144,
A288,8506,25,10,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.77,7.45,0.69,0.75,Mg/ha,,,,,-0.042056132,0.006006889,
A288,8507,25,11,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,63.53,60.54,2.44,9.51,Mg/ha,,,,,-0.048207932,0.008717061,
A288,8508,25,12,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,63.53,66.24,4.34,4.62,Mg/ha,,,,,0.041772275,0.003177128,
A288,8509,25,13,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,39.64,70.86,10.86,9.5,Mg/ha,,,,,0.58086739,0.031010402,
A288,8510,25,14,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,74.39,72.49,6.24,4.89,Mg/ha,,,,,-0.025872903,0.003862252,
A288,8511,25,15,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.46,9,1.08,1.66,Mg/ha,,,,,0.187669163,0.01832624,
A288,8512,25,16,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.49,8.93,1.15,0.39,Mg/ha,,,,,0.175847597,0.008493755,
A288,8513,25,17,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,cereals,treat organic vs contr conventional,7.98,10.28,0.86,0.51,Mg/ha,,,,,0.253261849,0.00469183,
A288,8514,25,18,Denison et al.,Crop yields over the first nine years of LTRAS a long-term comparison of field crop systems in a Mediterranean climate,2004,,-121.78,38.53,,USA,3,3,fruit,treat organic vs contr conventional,63.26,74.39,5.97,13.03,Mg/ha,,,,,0.162068306,0.013195488,
A288,8515,27,1,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,4.54,4.64,0.46,0.24,Mg/ha,,,,,0.021787354,0.003235363,
A288,8516,27,2,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.84,5.14,0.13,0.18,Mg/ha,,,,,-0.127677717,0.000430471,
A288,8517,27,3,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.81,5.18,0.12,0.23,Mg/ha,,,,,-0.114775515,0.000599522,
A288,8518,27,4,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,4.54,3.65,0.46,0.17,Mg/ha,,,,,-0.218199844,0.003108832,
A288,8519,27,5,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.84,3.67,0.13,0.67,Mg/ha,,,,,-0.464539135,0.008456038,
A288,8520,27,6,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.68,4.86,0.28,0.4,Mg/ha,,,,,-0.155912795,0.002301027,
A288,8521,27,7,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,4.54,4.61,0.46,0.16,Mg/ha,,,,,0.015300845,0.002867663,
A288,8522,27,8,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.84,4.77,0.13,0.31,Mg/ha,,,,,-0.202384492,0.001179789,
A288,8523,27,9,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,4.69,3.24,0.56,0.65,Mg/ha,,,,,-0.369859253,0.013626092,
A288,8524,27,10,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,4.73,2.94,0.25,0.22,Mg/ha,,,,,-0.475515621,0.002098269,
A288,8525,27,11,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,5.15,3.79,0.28,0.3,Mg/ha,,,,,-0.306630696,0.0023054,
A288,8526,27,12,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.68,3.67,0.28,0.08,Mg/ha,,,,,-0.436759571,0.000726311,
A288,8527,27,13,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.81,4.53,0.12,0.09,Mg/ha,,,,,-0.248858631,0.000205327,
A288,8528,27,14,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,4.73,2.21,0.25,0.54,Mg/ha,,,,,-0.760932687,0.015624374,
A288,8529,27,15,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,5.15,2.66,0.28,0.12,Mg/ha,,,,,-0.660670592,0.001247786,
A288,8530,27,16,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,4.69,4.18,0.56,0.25,Mg/ha,,,,,-0.115121336,0.004458536,
A288,8531,27,17,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.57,56.5,,Denmark,4,4,cereals,treat organic vs contr conventional,5.81,5.69,0.12,0.37,Mg/ha,,,,,-0.020870323,0.001163754,
A288,8532,27,18,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,5.15,3.33,0.28,0.35,Mg/ha,,,,,-0.436024411,0.003500766,
A288,8533,27,19,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,4.89,1.97,0.21,0.49,Mg/ha,,,,,-0.909158761,0.015927837,
A288,8534,27,20,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,4.7,5.94,0.46,0.49,Mg/ha,,,,,0.234146625,0.004095964,
A288,8535,27,21,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,5.26,5.07,0.12,0.26,Mg/ha,,,,,-0.036790209,0.000787578,
A288,8536,27,22,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,4.23,4.08,0.37,0.56,Mg/ha,,,,,-0.036105005,0.006622497,
A288,8537,27,23,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,11.38,55.32,,Denmark,4,4,cereals,treat organic vs contr conventional,4.69,2.07,0.56,0.69,Mg/ha,,,,,-0.817883975,0.031342046,
A288,8538,27,24,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,4.89,1.41,0.21,0.36,Mg/ha,,,,,-1.243602599,0.016758031,
A288,8539,27,25,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,4.7,3.11,0.46,0.24,Mg/ha,,,,,-0.412939783,0.003883567,
A288,8540,27,26,Doltra et al.,Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,2010,,9.13,54.9,,Denmark,4,4,cereals,treat organic vs contr conventional,5.26,2.94,0.12,0.09,Mg/ha,,,,,-0.581721445,0.000364393,
