"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"3823","D921B","Wei, 2017",NA,NA,23,108,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",7632.33333333333,7662.5,532.073908817604,3929
"3824","D921B","Wei, 2017",NA,NA,23,108,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7961.33333333333,8032,574.449572296047,3930
"3825","D921B","Wu et al., 2018",NA,NA,34,107,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",3900,3900,NA,3931
"3826","D921B","Wu et al., 2018",NA,NA,34,107,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",4292,4292,NA,3932
"3827","D921B","Wu, 2014",NA,NA,31.52,121.9,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",9020,9020,0,3935
"3828","D921B","Wu, 2014",NA,NA,31.52,121.9,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",9435,9120,338.735393289019,3936
"3829","D921B","Wu, 2014",NA,NA,31.52,121.9,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",7690,7690,0,3937
"3830","D921B","Wu, 2014",NA,NA,31.52,121.9,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7692.5,7685,28.9755644178562,3938
"3831","D921B","Xia et al., 2014",NA,NA,31.55,120.7,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",6910,6910,0,3941
"3832","D921B","Xia et al., 2014",NA,NA,31.55,120.7,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6980,6980,27,3942
"3833","D921B","Xia et al., 2014",NA,NA,31.55,120.7,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",5502,5502,0,3943
"3834","D921B","Xia et al., 2014",NA,NA,31.55,120.7,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",5701.5,5701.5,5.5,3944
"3835","D921B","Xia, 2014",NA,NA,35.15,113.85,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",11242,11242,NA,3945
"3836","D921B","Xia, 2014",NA,NA,35.15,113.85,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10542,10542,NA,3946
"3837","D921B","Xie et al., 2011",NA,NA,37.97,113.1,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",5780,5780,249.992666559108,3947
"3838","D921B","Xie et al., 2011",NA,NA,37.97,113.1,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6630,6616.5,166.910654742789,3948
"3839","D921B","Xie et al., 2014",NA,NA,43.6,124.73,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9850,9850,452,3949
"3840","D921B","Xie et al., 2014",NA,NA,43.6,124.73,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10224,10224,469,3950
"3841","D921B","Xu et al., 2010",NA,NA,30.98,113.93,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",6325,6325,75,3951
"3842","D921B","Xu et al., 2010",NA,NA,30.98,113.93,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6750,6750,0,3952
"3843","D921B","Xu et al., 2015",NA,NA,32.39,119.42,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8378.25,8382,251.502277988358,3953
"3844","D921B","Xu et al., 2015",NA,NA,32.39,119.42,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8635.75,8660,238.852944647259,3954
"3845","D921B","Xu et al., 2015",NA,NA,36.15,117.25,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",7321,7321,NA,3955
"3846","D921B","Xu et al., 2015",NA,NA,36.15,117.25,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7534,7534,NA,3956
"3847","D921B","Xu et al., 2015",NA,NA,36.95,116.6,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",8135,8135,15,3957
"3848","D921B","Xu et al., 2015",NA,NA,36.95,116.6,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8355,8355,435,3958
"3849","D921B","Xu et al., 2016",NA,NA,32.48,119.44,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",9230,9230,0,3959
"3850","D921B","Xu et al., 2016",NA,NA,32.48,119.44,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10090,10110,261.087469378878,3960
"3851","D921B","Xu et al., 2016",NA,NA,32.48,119.44,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",4680,4680,0,3961
"3852","D921B","Xu et al., 2016",NA,NA,32.48,119.44,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",5090,5085,112.323936303295,3962
"3853","D921B","Xu et al., 2017",NA,NA,32.2,119.45,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",15450,15450,50,3963
"3854","D921B","Xu et al., 2017",NA,NA,32.2,119.45,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",14675,14675,175,3964
"3855","D921B","Xu, 2003",NA,NA,30.09,120.07,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",13843,13843,NA,3965
"3856","D921B","Xu, 2003",NA,NA,30.09,120.07,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",14310,14310,NA,3966
"3857","D921B","Xu, 2010",NA,NA,30.097,120.063,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",3200,3200,NA,3967
"3858","D921B","Xu, 2010",NA,NA,30.097,120.063,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",3397,3397,NA,3968
"3859","D921B","Xu, 2010",NA,NA,32.45,119.41,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8083.33333333333,8330,382.340743897959,3969
"3860","D921B","Xu, 2010",NA,NA,32.45,119.41,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8381.66666666667,8725,361.823314769946,3970
"3861","D921B","Xu, 2010",NA,NA,32.59,120.13,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8047,8047,NA,3971
"3862","D921B","Xu, 2010",NA,NA,32.59,120.13,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8505,8505,NA,3972
"3863","D921B","Xue et al., 2009",NA,NA,32.39,119.42,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",7752.5,7752.5,332.5,3973
"3864","D921B","Xue et al., 2009",NA,NA,32.39,119.42,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7922.5,7922.5,277.5,3974
"3865","D921B","Xue et al., 2016",NA,NA,35.4,113.35,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",6057.5,6057.5,224.5,3975
"3866","D921B","Xue et al., 2016",NA,NA,35.4,113.35,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6363,6363,285,3976
"3867","D921B","Xue, 2015",NA,NA,28.017,112.3,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",5601,5601,NA,3977
"3868","D921B","Xue, 2015",NA,NA,28.017,112.3,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6007,6007,NA,3978
"3869","D921B","Yang et al., 2011",NA,NA,35.4,113.84,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",7955,7955,0,3979
"3870","D921B","Yang et al., 2011",NA,NA,35.4,113.84,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8710,8710,353,3980
"3871","D921B","Yang et al., 2013",NA,NA,34.067,108.033,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",8681,8681,NA,3981
"3872","D921B","Yang et al., 2013",NA,NA,34.067,108.033,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",9065,9065,NA,3982
"3873","D921B","Yang et al., 2013",NA,NA,34.067,108.033,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",5707,5707,NA,3983
"3874","D921B","Yang et al., 2013",NA,NA,34.067,108.033,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6407,6407,NA,3984
"3875","D921B","Yang et al., 2014",NA,NA,33.8,120.26,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",11490,11490,NA,3985
"3876","D921B","Yang et al., 2014",NA,NA,33.8,120.26,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",12630,12630,NA,3986
"3877","D921B","Yang et al., 2014",NA,NA,41.13,121.35,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9862,9862,NA,3987
"3878","D921B","Yang et al., 2014",NA,NA,41.13,121.35,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10636,10636,NA,3988
"3879","D921B","Yang et al., 2015",NA,NA,38.12,106.28,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",3753,3753,0,3989
"3880","D921B","Yang et al., 2015",NA,NA,38.12,106.28,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",4159,4159,26,3990
"3881","D921B","Yang, 2013",NA,NA,34.07,108.03,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",8483,8483,NA,3991
"3882","D921B","Yang, 2013",NA,NA,34.07,108.03,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8931,8931,NA,3992
"3883","D921B","Yang, 2013",NA,NA,34.07,108.03,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",5735,5735,NA,3993
"3884","D921B","Yang, 2013",NA,NA,34.07,108.03,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6724,6724,NA,3994
"3885","D921B","Yang, 2013",NA,NA,40.8,120.7,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",10139,10139,NA,3995
"3886","D921B","Yang, 2013",NA,NA,40.8,120.7,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10814,10814,NA,3996
"3887","D921B","Yang, 2015",NA,NA,34.294,108.067,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",3842.25,3843.5,562.035938204429,3997
"3888","D921B","Yang, 2015",NA,NA,34.294,108.067,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",4103,4091,676.477765094069,3998
"3889","D921B","Yang, 2016",NA,NA,36.08,103.07,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",12068,12068,0,3999
"3890","D921B","Yang, 2016",NA,NA,36.08,103.07,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",12302.5,12302.5,52.5,4000
"3891","D921B","Yao et al., 2017",NA,NA,31.25,120.95,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8421.5,8421.5,51.5,4001
"3892","D921B","Yao et al., 2017",NA,NA,31.25,120.95,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",9502,9502,5,4002
"3893","D921B","Zhan et al., 2012",NA,NA,40.98,122.73,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",11752.3333333333,11699,160.995169009646,4007
"3894","D921B","Zhan et al., 2012",NA,NA,40.98,122.73,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",11369.3333333333,11428,195.053269077393,4008
"3895","D921B","Zhang et al., 2010",NA,NA,34.33,108.4,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",6402,6402,0,4009
"3896","D921B","Zhang et al., 2010",NA,NA,34.33,108.4,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6547.75,6524,126.705284683263,4010
"3897","D921B","Zhang et al., 2010",NA,NA,35.68,114.55,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",12056,12056,NA,4011
"3898","D921B","Zhang et al., 2010",NA,NA,35.68,114.55,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",12550,12550,NA,4012
"3899","D921B","Zhang et al., 2010",NA,NA,43.31,124.34,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",6320,6320,0,4013
"3900","D921B","Zhang et al., 2010",NA,NA,43.31,124.34,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6802.66666666667,6744,120.257131920638,4014
"3901","D921B","Zhang et al., 2013",NA,NA,35.3,113.92,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",7499,7499,NA,4015
"3902","D921B","Zhang et al., 2013",NA,NA,35.3,113.92,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7696,7696,NA,4016
"3903","D921B","Zhang et al., 2014",NA,NA,26.75,111.87,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",1351,1351,NA,4017
"3904","D921B","Zhang et al., 2014",NA,NA,26.75,111.87,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",2461,2461,NA,4018
"3905","D921B","Zhang et al., 2014",NA,NA,29.92,115.05,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",7764,7764,0,4019
"3906","D921B","Zhang et al., 2014",NA,NA,29.92,115.05,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8343.66666666667,8134,246.544339036838,4020
"3907","D921B","Zhang et al., 2014",NA,NA,42.06,124.72,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",8097,8097,0,4021
"3908","D921B","Zhang et al., 2014",NA,NA,42.06,124.72,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",8541.33333333333,8480,82.6848098369814,4022
"3909","D921B","Zhang et al., 2015",NA,NA,34.28,117.3,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",5424,5424,NA,4023
"3910","D921B","Zhang et al., 2015",NA,NA,34.28,117.3,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",5742,5742,NA,4024
"3911","D921B","Zhang et al., 2016",NA,NA,31.55,120.62,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",2946,3042,138.488266651005,4025
"3912","D921B","Zhang et al., 2016",NA,NA,31.55,120.62,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",3113.33333333333,3117,244.514712122695,4026
"3913","D921B","Zhang et al., 2016",NA,NA,35.58,114.51,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9941.75,10515,596.842856900653,4027
"3914","D921B","Zhang et al., 2016",NA,NA,35.58,114.51,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10814,11488.5,731.069194171569,4028
"3915","D921B","Zhang et al., 2016",NA,NA,35.58,114.51,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",7042.5,7170,239.134724928578,4029
"3916","D921B","Zhang et al., 2016",NA,NA,35.58,114.51,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7695.75,7839,319.333518180183,4030
"3917","D921B","Zhang et al., 2016",NA,NA,42.02,121.68,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9661.5,9661.5,144.673598144236,4031
"3918","D921B","Zhang et al., 2016",NA,NA,42.02,121.68,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",12467.3333333333,12358.5,298.745004607237,4032
"3919","D921B","Zhang et al., 2017",NA,NA,25.97,99.95,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8650,8650,0,4035
"3920","D921B","Zhang et al., 2017",NA,NA,25.97,99.95,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10400,10400,1200,4036
"3921","D921B","Zhang et al., 2018",NA,NA,35.4,106,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",10703,10703,0,4037
"3922","D921B","Zhang et al., 2018",NA,NA,35.4,106,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",11407,11457,50,4038
"3923","D921B","Zhang, 2012",NA,NA,34.1,108.37,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",6499,6499,NA,4039
"3924","D921B","Zhang, 2012",NA,NA,34.1,108.37,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7703,7703,NA,4040
"3925","D921B","Zhang, 2016",NA,NA,23.32,114.6,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",4083.5,4083.5,370.5,4041
"3926","D921B","Zhang, 2016",NA,NA,23.32,114.6,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",4163.5,4163.5,381.5,4042
"3927","D921B","Zhao et al., 2009",NA,NA,35.58,114.51,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9941.75,10515,596.842856900653,4043
"3928","D921B","Zhao et al., 2009",NA,NA,35.58,114.51,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10814,11488.5,731.069194171569,4044
"3929","D921B","Zhao et al., 2014",NA,NA,37.88,115.7,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",8663,8663,0,4045
"3930","D921B","Zhao et al., 2014",NA,NA,37.88,115.7,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",9186,9042,209.086903782454,4046
"3931","D921B","Zhao et al., 2014",NA,NA,37.88,115.7,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",5685,5685,0,4047
"3932","D921B","Zhao et al., 2014",NA,NA,37.88,115.7,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",6188.33333333333,6157,32.8447526673254,4048
"3933","D921B","Zhao et al., 2015",NA,NA,34.93,113.15,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",6733.33333333333,6600,158.989866902824,4049
"3934","D921B","Zhao et al., 2015",NA,NA,34.93,113.15,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7150,7000,175.594229214212,4050
"3935","D921B","Zhao et al., 2015",NA,NA,34.93,113.15,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",9300,9500,278.388218141501,4051
"3936","D921B","Zhao et al., 2015",NA,NA,34.93,113.15,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10233.3333333333,10400,300.462606288666,4052
"3937","D921B","Zhao, 2016",NA,NA,42.37,123.93,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Control",9394,9394,NA,4053
"3938","D921B","Zhao, 2016",NA,NA,42.37,123.93,"Corn","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",9709,9709,NA,4054
"3939","D921B","Zhong, 2017",NA,NA,31.033,119.083,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",9200,9200,NA,4055
"3940","D921B","Zhong, 2017",NA,NA,31.033,119.083,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",10488,10488,NA,4056
"3941","D921B","Zhu et al., 2011",NA,NA,31.92,121.12,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Control",8351.25,8418,141.054584588142,4057
"3942","D921B","Zhu et al., 2011",NA,NA,31.92,121.12,"Rice","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",7676.5,7693,64.927523696298,4058
"3943","D921B","Zhuang et al., 2014",NA,NA,37.73,115.18,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Control",3905,3762,493.040566282329,4061
"3944","D921B","Zhuang et al., 2014",NA,NA,37.73,115.18,"Wheat","Straw addition","Not sure about control-treatment columns","Decimal","Treatment",3729,3674,447.768913615048,4062
"3945","D973","Adeoye and Singh, 1984","Nigeria","Kano",11.96666667,8.85,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.49615384615385e-06,1.31e-06,2.40269769488751e-07,4063
"3946","D973","Adeoye and Singh, 1984","Nigeria","Kano",11.96666667,8.85,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.32192307692308e-06,1.83e-06,2.44063055680144e-07,4064
"3947","D973","Adeoye and Singh, 1984","Nigeria","Kano",51.8,0.366666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.35e-06,2e-06,2.21135928562273e-07,4065
"3948","D973","Adeoye and Singh, 1984","Nigeria","Kano",51.8,0.366666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",1.75714285714286e-06,1.8e-06,2.1877136585498e-07,4066
"3949","D973","Ali et al., 2008","South Korea","Jinju",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",6.22e-06,6.22e-06,0,4067
"3950","D973","Ali et al., 2008","South Korea","Jinju",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.79333333333333e-06,6.8e-06,1.38604152575279e-07,4068
"3951","D973","Ali et al., 2009","South Korea","Jinju",28.36666667,115.1333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",6.26e-06,6.26e-06,5.81377674149946e-08,4069
"3952","D973","Ali et al., 2009","South Korea","Jinju",28.36666667,115.1333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.89666666666667e-06,6.855e-06,1.55277529318028e-07,4070
"3953","D973","Ali et al., 2013","Bangladesh","Mymensingh",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.32e-06,4.32e-06,1.73205080756889e-08,4071
"3954","D973","Ali et al., 2013","Bangladesh","Mymensingh",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.23e-06,5.215e-06,7.6702889993359e-08,4072
"3955","D973","Ali et al., 2014","Bangladesh","Mymensingh",27.54411111,133.0043833,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",5.02e-06,5.02e-06,0,4073
"3956","D973","Ali et al., 2014","Bangladesh","Mymensingh",27.54411111,133.0043833,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.58e-06,5.545e-06,1.21997267728967e-07,4074
"3957","D973","Ali et al., 2014","Bangladesh","Mymensingh",28.36666667,115.1333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.9e-06,4.9e-06,0,4075
"3958","D973","Ali et al., 2014","Bangladesh","Mymensingh",28.36666667,115.1333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.245e-06,5.245e-06,6.49999999999998e-08,4076
"3959","D973","Ali et al., 2014","Bangladesh","Mymensingh",46.523925,133.0043833,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.9e-06,4.9e-06,0,4077
"3960","D973","Ali et al., 2014","Bangladesh","Mymensingh",46.523925,133.0043833,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.62e-06,5.62e-06,1.3e-07,4078
"3961","D973","Arshad and Gill, 1996","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.92e-06,1.92e-06,NA,4079
"3962","D973","Arshad and Gill, 1996","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.03e-06,2.03e-06,NA,4080
"3963","D973","Arshad and Gill, 1997","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.82e-06,2.82e-06,NA,4081
"3964","D973","Arshad and Gill, 1997","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.93e-06,2.93e-06,NA,4082
"3965","D973","Arshad and Gill, 1998","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.2e-06,3.2e-06,NA,4083
"3966","D973","Arshad and Gill, 1998","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.24e-06,3.24e-06,NA,4084
"3967","D973","Arshad and Gill, 1999","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.31e-06,3.31e-06,NA,4085
"3968","D973","Arshad and Gill, 1999","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.42e-06,3.42e-06,NA,4086
"3969","D973","Arshad and Gill, 2000","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.59e-06,1.59e-06,NA,4087
"3970","D973","Arshad and Gill, 2000","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.94e-06,2.94e-06,NA,4088
"3971","D973","Arshad and Gill, 2001","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.98e-06,2.98e-06,NA,4089
"3972","D973","Arshad and Gill, 2001","Canada","Beaverlodge",55.166667,-119.5,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.42e-06,4.42e-06,NA,4090
"3973","D973","Ayalew, 2011","Ethiopia","Areka",9.133333333,40.33333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.674e-06,3.75e-06,2.33634091880635e-07,4091
"3974","D973","Ayalew, 2011","Ethiopia","Areka",9.133333333,40.33333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.098e-06,4.22e-06,2.80110295736836e-07,4092
"3975","D973","Ayalew, 2011","Ethiopia","Areka",11.96666667,8.833333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.02e-06,4.02e-06,NA,4093
"3976","D973","Ayalew, 2011","Ethiopia","Areka",11.96666667,8.833333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",5.56e-06,5.56e-06,NA,4094
"3977","D973","Ayalew, 2011","Ethiopia","Areka",11.96666667,8.85,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.42e-06,3.33e-06,1.39488862842676e-07,4095
"3978","D973","Ayalew, 2011","Ethiopia","Areka",11.96666667,8.85,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.35285714285714e-06,4.47e-06,3.36648143896733e-07,4096
"3979","D973","Ayalew, 2011","Ethiopia","Areka",15.81666667,49,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.82e-06,2.82e-06,NA,4097
"3980","D973","Ayalew, 2011","Ethiopia","Areka",15.81666667,49,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.42e-06,2.42e-06,NA,4098
"3981","D973","Ayalew, 2011","Ethiopia","Areka",15.81666667,49.83333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.58e-06,3.68e-06,1.94216374180963e-07,4099
"3982","D973","Ayalew, 2011","Ethiopia","Areka",15.81666667,49.83333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.074e-06,4.04e-06,1.08009258862377e-07,4100
"3983","D973","Barton et al., 2013","Australia","Wogan Hills",-31.483333,117.2,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.6175e-06,1.61e-06,1.77265102788639e-07,4101
"3984","D973","Barton et al., 2013","Australia","Wogan Hills",-31.483333,117.2,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",1.7925e-06,1.77e-06,2.00348654433548e-07,4102
"3985","D973","Basu et al., 2008","India","Kharagpur",25.16666667,50.08333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",8.9875e-07,8.95e-07,2.66215205640635e-08,4103
"3986","D973","Basu et al., 2008","India","Kharagpur",25.16666667,50.08333333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",1.115e-06,1.115e-06,4.00891862868637e-08,4104
